t[s],VfPASP_egoSpd_mps[],VfPASP_egoAcc_mpss[],VfPASP_spdLmt_kph[],VeACCSTM_AccMode_enum[],VePASP_AutoLaneChgSide[],VePASP_AutoLaneChgSts[],VbPASP_AlcLgtCtrlEnbl[],g_truncated_col[],VfPASP_ALC_path_C5[],VfPASP_ALC_path_C4[],VfPASP_ALC_path_C3[],VfPASP_ALC_path_C2[],VfPASP_ALC_path_C1[],VfPASP_ALC_path_C0[],VfPASP_StPoint0_t_s[],VfPASP_StPoint0_s_m[],VfPASP_StPoint0_v_mps[],VfPASP_StPoint0_a_mpss[],VfPASP_StPoint1_t_s[],VfPASP_StPoint1_s_m[],VfPASP_StPoint1_v_mps[],VfPASP_StPoint1_a_mpss[],VfPASP_StPoint2_t_s[],VfPASP_StPoint2_s_m[],VfPASP_StPoint2_v_mps[],VfPASP_StPoint2_a_mpss[],VfPASP_StPoint3_t_s[],VfPASP_StPoint3_s_m[],VfPASP_StPoint3_v_mps[],VfPASP_StPoint3_a_mpss[],VfPASP_StPoint4_t_s[],VfPASP_StPoint4_s_m[],VfPASP_StPoint4_v_mps[],VfPASP_StPoint4_a_mpss[],VfPASP_StPoint5_t_s[],VfPASP_StPoint5_s_m[],VfPASP_StPoint5_v_mps[],VfPASP_StPoint5_a_mpss[],VfPASP_StPointCtrl0_a_mpss[],VfPASP_StPointCtrl0_s_m[],VfPASP_StPointCtrl0_t_s[],VfPASP_StPointCtrl0_v_mps[],VeINP_IVClass[],VfINP_IVLaDis_m[],VfINP_IVLgDis_m[],VbINP_IVPresent_flg[],VfINP_IVV_mps[],VfINP_IVAcc_mpss[],VfINP_IVHeading_rad[],VeINP_RIVClass_enum[],VfINP_RIVLaDis_m[],VfINP_RIVLgDis_m[],VbINP_RIVPresent_flg[],VfINP_RIVV_mps[],VfINP_RIVLaV_mps[],VfINP_RIVHeading_rad[],VeINP_NIVLClass_enum[],VfINP_NIVLLaDis_m[],VfINP_NIVLLgDis_m[],VbINP_NIVLPresent_flg[],VfINP_NIVLV_mps[],VfINP_NIVLLaV_mps[],VfINP_NIVLHeading_rad[],VeINP_NIVRClass_enum[],VfINP_NIVRLaDis_m[],VfINP_NIVRLgDis_m[],VbINP_NIVRPresent_flg[],VfINP_NIVRV_mps[],VfINP_NIVRLaV_mps[],VfINP_NIVRHeading_rad[],VeINP_NIIVLClass_enum[],VfINP_NIIVLLaDis_m[],VfINP_NIIVLLgDis_m[],VbINP_NIIVLPresent_flg[],VfINP_NIIVLV_mps[],VfINP_NIIVLLaV_mps[],VfINP_NIIVLHeading_rad[],VeINP_NIIVRClass_enum[],VfINP_NIIVRLaDis_m[],VfINP_NIIVRLgDis_m[],VbINP_NIIVRPresent_flg[],VfINP_NIIVRV_mps[],VfINP_NIIVRLaV_mps[],VfINP_NIIVRHeading_rad[],VeINP_RIVLClass_enum[],VfINP_RIVLLaDis_m[],VfINP_RIVLLgDis_m[],VbINP_RIVLPresent_flg[],VfINP_RIVLV_mps[],VfINP_RIVLLaV_mps[],VfINP_RIVLHeading_rad[],VeINP_RIVRClass_enum[],VfINP_RIVRLaDis_m[],VfINP_RIVRLgDis_m[],VbINP_RIVRPresent_flg[],VfINP_RIVRV_mps[],VfINP_RIVRLaV_mps[],VfINP_RIVRHeading_rad[],VfINP_RIIVLLaDis_m[],VfINP_RIIVLLgDis_m[],VbINP_RIIVLPresent_flg[],VfINP_RIIVLV_mps[],VfINP_RIIVLLaV_mps[],VfINP_RIIVLHeading_rad[],VfINP_RIIVRLaDis_m[],VfINP_RIIVRLgDis_m[],VbINP_RIIVRPresent_flg[],VfINP_RIIVRV_mps[],VfINP_RIIVRLaV_mps[],VfINP_RIIVRHeading_rad[],VeLGIN_ISLCOverSpeedAlarmSts[],VfLGIN_TsrTrgtSpdReq_kph[],VeLGIN_TSI_SignShortStayMisc_1[],VeLGIN_TSI_SignShortStayMisc_2[],VeINP_TSRID0Proc[],VeINP_TSRID1Proc[],VeINP_TSRID2Proc[],VfINP_TSRSignLatDist0Proc_m[],VfINP_TSRSignLatDist1Proc_m[],VfINP_TSRSignLatDist2Proc_m[],VfINP_TSRSignLgDist0Proc_m[],VfINP_TSRSignLgDist1Proc_m[],VfINP_TSRSignLgDist2Proc_m[],VuINP_TSRSignName0Proc[],VuINP_TSRSignName1Proc[],VuINP_TSRSignName2Proc[],VfINP_LH_Line_First_C0_0[],VfINP_LH_Line_First_C0_1[],VfINP_LH_Line_First_C1_0[],VfINP_LH_Line_First_C1_1[],VfINP_LH_Line_First_C2_0[],VfINP_LH_Line_First_C2_1[],VfINP_LH_Line_First_C3_0[],VfINP_LH_Line_First_C3_1[],VfINP_LH_First_VR_End_0[],VfINP_LH_First_VR_End_1[],VfINP_LH_First_VR_Start_0[],VfINP_LH_First_VR_Start_1[],VfINP_LA_Line_C0_0[],VfINP_LA_Line_C0_1[],VfINP_LA_Line_C1_0[],VfINP_LA_Line_C1_1[],VfINP_LA_Line_C2_0[],VfINP_LA_Line_C2_1[],VfINP_LA_Line_C3_0[],VfINP_LA_Line_C3_1[],VfINP_LA_View_Range_End_0[],VfINP_LA_View_Range_End_1[],VfINP_LA_View_Range_Start_0[],VfINP_LA_View_Range_Start_1[]
182.5962627,15.27777863,-0.73499912,60,5,0,1,1,4,0,0,-4.64E-07,0.000265509,0.006564454,-0.215602964,0,0,15.27777863,-0.73499912,1,14.42777824,14.42777824,-0.849999964,2,27.55555725,13.12777901,-1.289999962,3,39.68333817,12.12778091,-0.98999995,4,50.43333817,10.75,-1.370000005,5,59.63333511,9.199996948,-1.550003052,-0.877019703,10.09944439,0.699999988,14.68277836,1,0.885324776,20.14295197,1,16.02541924,0.043267876,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,18.20833588,0,0,0,0,0,0,18.20833588,0,0,0,0,0,18.20833588,0,0,0,0,0,18.20833588,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.374080896,1.771508217,-0.008033752,-0.00667572,-0.000245094,-0.000367165,2.84E-07,2.23E-06,57.07998657,38.72999573,0,0,5.015017033,0,0.000488281,0,-0.000445366,0,2.74E-06,0,47.69999695,-200,0,-200
182.6631057,15.22569466,-0.538999081,60,5,0,1,1,2,0,0,-1.99E-07,0.000266567,0.007811858,-0.21973677,0,0,15.22569466,-0.538999081,1,14.02569485,14.02569485,-1.189999938,2,26.85138893,12.82569408,-1.199999928,3,38.67708588,11.82569695,-0.98999995,4,50.27708435,11.59999847,-0.219999999,5,62.17708588,11.90000153,0.300003052,-0.994699657,9.817986488,0.699999988,14.3856945,1,0.866908073,19.6295681,1,15.8251915,0.041558187,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,18.125,0,0,0,0,0,0,18.125,0,0,0,0,0,18.125,0,0,0,0,0,18.125,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.394025326,1.76549983,-0.007890701,-0.006911278,-0.000243187,-0.000342369,3.74E-07,3.50E-06,57.07998657,38.72999573,0,0,5.015512466,0,0.000343323,0,-0.000434875,0,2.74E-06,0,47.69999695,-200,0,-200
182.736982,15.10416698,-0.960399091,60,5,0,1,1,5,0,0,-5.27E-07,0.000269945,0.007647243,-0.212504104,0,0,15.10416698,-0.960399091,1,13.90416718,13.90416718,-1.189999938,2,26.60833359,12.70416641,-1.199999928,3,38.3125,11.70416641,-1,4,48.8125,10.5,-1.199999928,5,57.76250076,8.950000763,-1.549999237,-1.121119738,9.732916832,0.699999988,14.26416683,1,-0.194619283,18.95084,1,11.49985027,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,18.04166794,0,0,0,0,0,0,18.04166794,0,0,0,0,0,18.04166794,0,0,0,0,0,18.04166794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.394730806,1.746245384,-0.0076437,-0.006715775,-0.000238419,-0.00034523,9.27E-07,3.58E-06,53.80999756,39.02999878,0,0,5.000106335,0,-0.00014782,0,-0.000439644,0,6.15E-07,0,47.02000427,-200,0,-200
182.8137928,15.01736164,-0.989799082,60,5,0,1,1,5,0,0,-1.08E-06,0.000272648,0.007648486,-0.197633862,0,0,15.01736164,-0.989799082,1,13.81736183,13.81736183,-1.189999938,2,26.4347229,12.61736107,-1.199999928,3,38.05208588,11.61736298,-0.98999995,4,48.55208588,10.5,-1.110000014,5,57.50208664,8.950000763,-1.549999237,-1.129939675,9.672153473,0.699999988,14.17736149,1,-0.194619283,18.50083923,1,11.44985294,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.95833397,0,0,0,0,0,0,17.95833397,0,0,0,0,0,17.95833397,0,0,0,0,0,17.95833397,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.406904697,1.729692459,-0.007415771,-0.006414413,-0.00024128,-0.000337601,-6.24E-08,4.03E-06,50.86000061,38.02000427,0,0,4.999817371,0,0.000225067,0,-0.000430107,0,2.56E-06,0,62.94000244,-200,0,-200
182.8876537,15.01736164,-0.989799082,60,5,0,1,1,3,0,0,-1.08E-06,0.000272648,0.007648486,-0.197633862,0,0,15.01736164,-0.989799082,1,13.81736183,13.81736183,-1.189999938,2,26.4347229,12.61736107,-1.199999928,3,38.05208588,11.61736298,-0.98999995,4,48.55208588,10.5,-1.110000014,5,57.50208664,8.950000763,-1.549999237,-1.129939675,9.672153473,0.699999988,14.17736149,1,0.787527025,18.6094532,1,15.23165321,0.038065553,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.85416794,0,0,0,0,0,0,17.85416794,0,0,0,0,0,17.85416794,0,0,0,0,0,17.85416794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.423559427,1.717615604,-0.007245064,-0.005002975,-0.000240326,-0.000330925,6.15E-08,3.24E-06,50.86000061,38.02000427,0,0,4.999925613,0,-4.86E-05,0,-0.00042057,0,2.56E-06,0,62.94000244,-200,0,-200
182.9645349,14.91319466,-0.940799177,60,5,0,1,1,2,0,0,-1.77E-06,0.000272264,0.007354566,-0.182294428,0,0,14.91319466,-0.940799177,1,13.71319485,13.71319485,-1.189999938,2,25.62639046,11.91319561,-1.789999962,3,36.03958511,10.41319466,-1.5,4,46.03958511,10,-0.409999996,5,55.83958435,9.799999237,-0.200000763,-1.115239739,9.599236488,0.699999988,14.0731945,1,0.724968255,17.87521362,1,15.77572918,0.043267705,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.75000191,0,0,0,0,0,0,17.75000191,0,0,0,0,0,17.75000191,0,0,0,0,0,17.75000191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.428449631,1.711309433,-0.007041931,-0.005244255,-0.00024128,-0.000318527,2.50E-07,3.50E-06,48.19000244,36.33999634,0,0,4.989146709,0,-0.000425339,0,-0.000417709,0,2.06E-06,0,61.26000977,-200,0,-200
183.0317361,14.79166698,-1.048599124,60,5,0,1,1,5,0,0,-1.14E-06,0.000271561,0.006924761,-0.163422212,0,0,14.79166698,-1.048599124,1,13.59166718,13.59166718,-1.189999938,2,25.98333359,12.39166641,-1.199999928,3,37.375,11.39166641,-1,4,47.875,10.5,-0.889999986,5,58.17499924,10.29999924,-0.200000763,-1.14757967,9.514166832,0.699999988,13.95166683,1,-0.244619474,17.55083466,1,11.09820366,0,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.66666794,0,0,0,0,0,0,17.66666794,0,0,0,0,0,17.66666794,0,0,0,0,0,17.66666794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.440607548,1.695053577,-0.006774902,-0.004595757,-0.000237465,-0.000314713,1.06E-06,3.07E-06,45.44999695,38.05000305,0,0,4.998259544,0,0.000768661,0,-0.000418663,0,1.07E-06,0,59.20001221,-200,0,-200
183.1083763,14.72222233,-1.048599124,60,5,0,1,1,5,0,0,-1.41E-06,0.000267559,0.006895741,-0.147137821,0,0,14.72222233,-1.048599124,1,12.82222271,12.82222271,-1.889999986,2,24.04444504,11.22222233,-1.599999905,3,34.6166687,10.57222366,-0.639999986,4,45.46666718,10.84999847,0.269999981,5,56.6166687,11.15000153,0.300003052,-1.447579622,8.97555542,0.699999988,13.3922224,1,0.940641344,16.74978828,1,17.85505867,0.388297498,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.60416794,0,0,0,0,0,0,17.60416794,0,0,0,0,0,17.60416794,0,0,0,0,0,17.60416794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.453114033,1.677998304,-0.006184578,-0.003211021,-0.000234604,-0.000315666,1.06E-06,2.06E-06,45.44999695,38.05000305,0,0,4.999074936,0,0.000592232,0,-0.000414848,0,1.07E-06,0,59.20001221,-200,0,-200
183.1790598,14.72222233,-1.048599124,60,5,0,1,1,3,0,0,-1.41E-06,0.000267559,0.006895741,-0.147137821,0,0,14.72222233,-1.048599124,1,12.82222271,12.82222271,-1.889999986,2,24.04444504,11.22222233,-1.599999905,3,34.6166687,10.57222366,-0.639999986,4,45.46666718,10.84999847,0.269999981,5,56.6166687,11.15000153,0.300003052,-1.447579622,8.97555542,0.699999988,13.3922224,1,-0.244619444,16.65083313,1,10.54831123,0,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.50000191,0,0,0,0,0,0,17.50000191,0,0,0,0,0,17.50000191,0,0,0,0,0,17.50000191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.459189177,1.673126221,-0.005207062,-0.0045681,-0.000242233,-0.000294685,1.12E-07,1.36E-06,42.77999878,36.30999756,0,0,4.993288517,0,0.000154495,0,-0.000424385,0,-8.86E-07,0,57.20001221,-200,0,-200
183.2470492,14.60069466,-1.0583992,60,5,0,1,1,5,0,0,-1.96E-06,0.000272247,0.005904991,-0.13049984,0,0,14.60069466,-1.0583992,1,14.10069466,14.10069466,-0.5,2,29.20138931,15.10069466,1,3,45.30208588,16.10069656,1,4,61.60208511,16.29999924,0.189999998,5,77.8520813,16.24999619,-0.050003052,-1.247579575,9.870486259,0.699999988,14.25069427,1,0.698345602,16.82450676,1,14.26045036,0.036077332,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.43750191,0,0,0,0,0,0,17.43750191,0,0,0,0,0,17.45833397,0,0,0,0,0,17.45833397,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.46316576,1.675449371,-0.004999161,-0.00379467,-0.000252724,-0.000284195,-1.27E-06,1.28E-06,42.77999878,36.30999756,0,0,4.990615368,0,-0.000130653,0,-0.000435829,0,-2.63E-06,0,57.20001221,-200,0,-200
183.320894,14.53125,-1.097599149,60,5,0,1,1,5,0,0,-1.04E-06,0.000261898,0.005721971,-0.114641301,0,0,14.53125,-1.097599149,1,13.68124962,13.68124962,-0.849999964,2,27.26250076,13.58125114,-0.089999996,3,40.84375,13.58124924,0,4,54.79375076,13.95000076,0.359999985,5,69.54375458,14.75000381,0.800003052,-1.047579527,9.576874733,0.699999988,13.93624973,1,-0.294619679,16.0008297,1,10.04840946,0,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.35416794,0,0,0,0,0,0,17.35416794,0,0,0,0,0,17.35416794,0,0,0,0,0,17.35416794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.473021507,1.664064884,-0.004585266,-0.002427101,-0.000255585,-0.000295639,-1.13E-06,-1.09E-07,40.22999573,34.63999939,0,0,4.990422249,0,-0.000352859,0,-0.000442505,0,-2.63E-06,0,55.33000183,-200,0,-200
183.395709,14.44444466,-1.038799167,60,5,0,1,1,5,0,0,-5.79E-07,0.000266176,0.004460134,-0.108540662,0,0,14.44444466,-1.038799167,1,12.54444504,12.54444504,-1.889999986,2,23.48888969,10.94444466,-1.599999905,3,32.93333435,9.444444656,-1.5,4,41.33333588,8.400001526,-1.039999962,5,49.03333282,7.699996948,-0.700004578,-1.347579479,8.781111717,0.699999988,13.11444473,1,-0.29461962,15.35082626,1,9.54850769,0,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.25000191,0,0,0,0,0,0,17.25000191,0,0,0,0,0,17.25000191,0,0,0,0,0,17.25000191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.472186327,1.661722183,-0.004235268,-0.00270462,-0.00025177,-0.000289917,-1.51E-07,-3.16E-07,37.75999451,33.3999939,0,0,4.997387886,0,0.000139236,0,-0.000451088,0,-2.36E-06,0,53.3999939,-200,0,-200
183.470663,14.44444466,-1.038799167,60,5,0,1,1,2,0,0,-5.79E-07,0.000266176,0.004460134,-0.108540662,0,0,14.44444466,-1.038799167,1,12.54444504,12.54444504,-1.889999986,2,23.48888969,10.94444466,-1.599999905,3,32.93333435,9.444444656,-1.5,4,41.33333588,8.400001526,-1.039999962,5,49.03333282,7.699996948,-0.700004578,-1.347579479,8.781111717,0.699999988,13.11444473,1,0.619114101,15.67455482,1,13.47735977,0.038896631,-0.020002976,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.18750191,0,0,0,0,0,0,17.18750191,0,0,0,0,0,17.18750191,0,0,0,0,0,17.18750191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.474385023,1.659241199,-0.003604889,-0.001793861,-0.000252724,-0.0002985,-9.78E-08,-8.39E-07,37.75999451,33.3999939,0,0,4.997506142,0,0.000169754,0,-0.00045681,0,-2.36E-06,0,53.3999939,-200,0,-200
183.5444399,14.32291698,-1.234799147,60,5,0,1,1,5,0,0,7.58E-07,0.000276199,0.003611922,-0.097716421,0,0,14.32291698,-1.234799147,1,12.77291679,12.77291679,-1.549999952,2,25.04583359,12.27291679,-0.5,3,37.66875076,12.62291718,0.349999994,4,50.86875153,13.20000076,0.569999993,5,64.86875153,14,0.799999237,-1.455439687,8.941041946,0.699999988,13.23791695,1,0.649578512,15.87740135,1,9.197693825,-0.001511017,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,17.02083397,0,0,0,0,0,0,17.02083397,0,0,0,0,0,17.02083397,0,0,0,0,0,17.02083397,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.477140665,1.667507648,-0.002400398,-0.00144577,-0.000247955,-0.000293732,7.40E-07,-1.36E-06,35.30000305,34.21000671,0,0,5.007453918,0,0.001478195,0,-0.000469208,0,-2.79E-06,0,52.13000488,-200,0,-200
183.6151505,14.1493063,-1.401399255,60,5,0,1,1,5,0,0,3.81E-07,0.000273494,0.002827788,-0.096004464,0,0,14.1493063,-1.401399255,1,11.8993063,11.8993063,-2.25,2,21.69861221,9.799305916,-2.099999905,3,30.34791756,8.649305344,-1.149999976,4,38.24791718,7.899999619,-0.74000001,5,45.44791794,7.200000763,-0.699998856,-1.755439758,8.329514503,0.699999988,12.57430649,1,-0.244619444,14.25082207,1,8.949968338,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.93750191,0,0,0,0,0,0,16.93750191,0,0,0,0,0,16.93750191,0,0,0,0,0,16.93750191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.482596278,1.664609909,-0.00030899,-0.000688553,-0.000265121,-0.00028801,-1.47E-06,-7.11E-07,32.94999695,35,0,0,5.013049603,0,0.002650261,0,-0.00047493,0,-1.94E-06,0,51.69000244,-200,0,-200
183.6912265,14.02777863,-1.224999189,60,5,0,1,1,5,0,0,4.06E-07,0.000264766,0.001976164,-0.098221958,0,0,14.02777863,-1.224999189,1,11.42777824,11.42777824,-2.599999905,2,20.25555801,8.82777977,-2.589999914,3,27.43333626,7.177778244,-1.649999976,4,33.4833374,6.050001144,-1.120000005,5,38.33333588,4.849998474,-1.20000267,-2.055439711,7.999444485,0.699999988,12.20777798,1,-0.244619474,13.65081978,1,8.599984169,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.81250191,0,0,0,0,0,0,16.81250191,0,0,0,0,0,16.81250191,0,0,0,0,0,16.81250191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.482625127,1.667561531,0.000235558,-0.000466347,-0.000268936,-0.000288963,-1.47E-06,-7.31E-07,32.94999695,35,0,0,5.015190601,0,0.00287056,0,-0.000478745,0,-1.94E-06,0,51.69000244,-200,0,-200
183.7598409,14.02777863,-1.224999189,60,5,0,1,1,1,0,0,4.06E-07,0.000264766,0.001976164,-0.098221958,0,0,14.02777863,-1.224999189,1,11.42777824,11.42777824,-2.599999905,2,20.25555801,8.82777977,-2.589999914,3,27.43333626,7.177778244,-1.649999976,4,33.4833374,6.050001144,-1.120000005,5,38.33333588,4.849998474,-1.20000267,-2.055439711,7.999444485,0.699999988,12.20777798,1,-0.244619533,13.15081978,1,8.150005341,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.68750191,0,0,0,0,0,0,16.68750191,0,0,0,0,0,16.68750191,0,0,0,0,0,16.68750191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.492671371,1.662034988,0.000366211,0.002569199,-0.000278473,-0.00030899,-2.04E-06,-2.12E-06,30.86000061,33.42999268,0,0,5.038371563,0,0.004617691,0,-0.000489235,0,-2.00E-06,0,53.13000488,-200,0,-200
183.8219104,13.90625,-1.244599223,60,5,0,1,1,5,0,0,1.04E-06,0.000279752,0.000250959,-0.09560027,0,0,13.90625,-1.244599223,1,10.95625019,10.95625019,-2.950000048,2,19.41250038,8.456250191,-2.5,3,27.06875038,7.65625,-0.799999952,4,34.21875,7.149999619,-0.5,5,40.66875076,6.450000763,-0.699998856,-2.355439663,7.669374943,0.699999988,11.84125042,1,0.625313997,13.91127586,1,7.864614964,-0.001426736,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.52083397,0,0,0,0,0,0,16.52083397,0,0,0,0,0,16.58333397,0,0,0,0,0,16.58333397,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.492811918,1.660415649,0.001304626,0.00258255,-0.000287056,-0.000323296,-2.31E-06,-3.59E-06,28.63000488,33.97000122,0,0,5.063500404,0,0.006474495,0,-0.000500679,0,-2.15E-06,0,51.44000244,-200,0,-200
183.8917507,13.73263931,-1.74439919,60,5,0,1,1,5,0,0,2.38E-06,0.000290557,-0.001541259,-0.091976643,0,0,13.73263931,-1.74439919,1,9.732639313,9.732639313,-4,2,16.06527901,6.332639694,-3.389999866,3,20.59791756,4.53263855,-1.799999952,4,23.79791832,3.200000763,-1.329999924,5,25.29791832,1.5,-1.700000763,-2.655439615,6.812847614,0.699999988,10.93263912,1,-0.244619474,12.85081673,1,7.950014114,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.47916794,0,0,0,0,0,0,16.47916794,0,0,0,0,0,16.47916794,0,0,0,0,0,16.47916794,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.491960764,1.653544903,0.001900673,0.003503799,-0.000290871,-0.000337601,-2.22E-06,-4.13E-06,28.63000488,33.97000122,0,0,5.068524837,0,0.006793022,0,-0.000505447,0,-2.15E-06,0,51.44000244,-200,0,-200
183.9664746,13.73263931,-1.74439919,60,5,0,1,1,2,0,0,2.38E-06,0.000290557,-0.001541259,-0.091976643,0,0,13.73263931,-1.74439919,1,9.732639313,9.732639313,-4,2,16.06527901,6.332639694,-3.389999866,3,20.59791756,4.53263855,-1.799999952,4,23.79791832,3.200000763,-1.329999924,5,25.29791832,1.5,-1.700000763,-2.655439615,6.812847614,0.699999988,10.93263912,1,-0.244619474,12.2008152,1,7.700025558,0,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.25000191,0,0,0,0,0,0,16.25000191,0,0,0,0,0,16.25000191,0,0,0,0,0,16.25000191,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.49396944,1.671206474,0.002599716,0.002815247,-0.000299454,-0.000333786,-2.38E-06,-3.69E-06,26.52999878,32.52999878,0,0,5.054938793,0,0.005274773,0,-0.000518799,0,-4.22E-06,0,51.05999756,-200,0,-200
184.0237946,13.54166698,-2.312799215,60,5,0,1,1,5,0,0,3.21E-06,0.000303432,-0.002030161,-0.088293597,0,0,13.54166698,-2.312799215,1,10.24166679,10.24166679,-3.299999952,2,17.48333359,7.241666794,-3,3,23.42499924,5.941665649,-1.299999952,4,28.72500038,5.300001144,-0.639999986,5,34.17499924,5.449998856,0.149997711,-2.955439568,7.169166565,0.699999988,11.23166656,1,0.525391996,12.14638138,1,11.33693027,0.038962327,-0.010002985,0,0,0,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99.00499725,200,0,0,0,0,0,99,200,0,0,0,0,0,99,200,0,0,0,0,0,0,0,0,16.00000191,0,0,0,0,0,0,16.00000191,0,0,0,0,0,16.08333397,0,0,0,0,0,16.08333397,0,0,0,0,0,0,0,0,0,-32,-32,-32,-100,-100,-100,0,0,0,-1.491651773,1.667175293,0.003250122,0.004159927,-0.000305176,-0.000350952,-2.03E-06,-4.39E-06,26.52999878,32.52999878,0,0,5.033726692,0,0.003242493,0,-0.000529289,0,-4.61E-06,0,51.05999756,-200,0,-200
